PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Year,Accession,Cluster
0.23525192919526133,4.802874367907227,5.562691762579552,-0.7518634223940748,-1.8903223677302716,-0.9641318201525029,-1.1153266842075813,-0.3309368251779767,-1.0229344697603073,0.1626334482032357,2002,CAD35687,3
0.23525192919524635,4.802874367907249,5.5626917625794,-0.7518634223939431,-1.8903223677305512,-0.9641318201523728,-1.1153266842069938,-0.33093682517781986,-1.0229344697602423,0.162633448203249,2002,CAD35688,3
0.2352519291952493,4.80287436790723,5.562691762579451,-0.751863422394119,-1.8903223677302752,-0.964131820152512,-1.1153266842076222,-0.33093682517793677,-1.022934469760132,0.16263344820307243,2001,CAD35685,3
0.2352519291952493,4.80287436790723,5.562691762579451,-0.7518634223941343,-1.8903223677303682,-0.9641318201525222,-1.1153266842074654,-0.3309368251778971,-1.022934469760218,0.16263344820316852,2001,CAD35686,3
-0.24731971808265796,1.6686693433587974,11.541941407377527,2.019038900160579,4.706129073366268,-2.5239432300482787,-2.4382622049732863,-4.764066594878598,5.891061946704117,-0.5418723279620379,2009,ACS44672,3
-2.010482046984,0.06387086210469169,-0.44338555936642077,0.043283495440032134,0.20984132158330246,-0.0032647414897762498,-0.006155574443684764,0.018045190488277556,0.09671873421233315,0.043657063554445964,2009,CDR50089,0
-1.926276231589626,0.09537197653964878,-0.5916476383299422,-0.27433892252487024,-0.37941729225553095,0.25410392255690684,-0.23775642190506033,0.38246395672006095,0.21544347564496832,-0.2988018607529914,2011,AHM98658,0
5.104206401001878,4.577180022680948,0.8584004318788812,2.1737432091764055,-1.6347474730032736,-0.06721599509609923,0.226462171020865,-0.54156587359547,2.2285404654548246,-1.080355721684947,1982,AAF24003,2
-1.593726173498335,-1.098881524347754,2.4958942885080995,-1.0135940913462185,-1.1421616955214895,0.3830425218849687,2.2411512909365374,-0.17158446326623375,1.6977456535060413,-0.3200725479229797,1982,ABO52797,0
0.07098232858123776,2.4431013980632477,3.865625581203015,-0.2177213681839696,-2.6730105741271193,-1.0472298142200365,1.8728246345829669,0.4795352173084099,-0.24944001306285865,1.060159162157484,1943,AAM76686,3
4.854532909076919,3.9090408476997247,0.3473817432002781,1.0947872300023225,0.461736040313896,-1.1375708140556349,1.6994457949535762,0.5247259752185904,0.4144554173434415,0.14628620944985404,2003,ACC66445,2
-1.989824493382264,0.07448387015893858,-0.36094017947509743,0.021793112861737324,0.13002893551471442,-0.0028942985795828696,-0.03272301204754878,-0.03480108437425802,-0.02600477701220862,0.11223056633877908,2009,ADU76756,0
-1.989824493382264,0.07448387015893858,-0.36094017947509743,0.021793112861737324,0.13002893551471442,-0.002894298579582864,-0.03272301204754879,-0.0348010843742581,-0.026004777012208435,0.11223056633877934,2009,ADU76757,0
-1.989824493382264,0.07448387015893858,-0.36094017947509743,0.021793112861737324,0.13002893551471442,-0.002894298579582874,-0.032723012047548794,-0.03480108437425805,-0.026004777012208508,0.11223056633877927,2009,ADU76758,0
-1.989824493382264,0.07448387015893858,-0.36094017947509743,0.021793112861737324,0.13002893551471442,-0.002894298579582877,-0.032723012047548794,-0.03480108437425805,-0.026004777012208526,0.11223056633877923,2009,ADU76759,0
-2.1387195240913734,0.30445892396302,-0.41236804412081063,0.13975477902344408,0.2925874463905261,0.42864857599970074,0.18507313933319558,0.10048257133007461,-0.16129597852237945,-0.02001823984996002,2009,ADU76760,0
-1.8855144909711827,-0.015392345012514474,-0.3410290698088119,-0.041406502235842906,0.1692435309235675,-0.03701047197917736,-0.02879543421089154,-0.03501440404577502,-0.10917258464098487,0.0567655519240851,2009,ADU76761,0
-1.989824493382264,0.07448387015893858,-0.36094017947509743,0.021793112861737324,0.13002893551471442,-0.0028942985795828726,-0.032723012047548794,-0.03480108437425805,-0.026004777012208508,0.11223056633877927,2009,ADU76762,0
-1.7720118913797174,-0.036619656703888975,-0.09597790797828497,-0.20734219762611406,-0.009271453992576773,-0.01905281528934945,0.025332346597123936,-0.14603279513683778,-0.4049056781926685,-0.05841826050412932,2010,CRK76925,0
-1.8646400903506963,0.11989343101095296,-0.41803655462972095,-0.0933289472721348,0.01919315205681525,0.09928712116083133,-0.053078916098852034,0.053310745347057924,0.1929318244144945,0.09366533696842197,2010,CRK54923,0
-1.7720118913797174,-0.036619656703888975,-0.09597790797828497,-0.20734219762611406,-0.009271453992576773,-0.01905281528934945,0.025332346597123936,-0.14603279513683778,-0.4049056781926685,-0.05841826050412932,2010,CRI06226,0
-1.8646400903506963,0.11989343101095296,-0.41803655462972095,-0.0933289472721348,0.01919315205681525,0.09928712116083133,-0.053078916098852034,0.053310745347057924,0.1929318244144945,0.09366533696842197,2010,CRI06149,0
-1.9273045569984717,0.10112820876953006,-0.3042368135156347,0.02681090000580348,0.07030424653010735,0.007797824266655379,-0.06317623157241682,-0.07088469708556071,-0.11643685638082828,0.19008027023690996,2010,CRK76967,0
-2.010482046984,0.06387086210469169,-0.44338555936642077,0.04328349544003208,0.2098413215833032,-0.0032647414897723228,-0.006155574443695261,0.018045190488270805,0.09671873421233951,0.04365706355444798,2010,CRX62668,0
